"Name","LogicProjectile","ParentProjectileForSkin","Disabled","FileName","BlueSCW","RedSCW","BlueExportName","RedExportName","ShadowExportName","BlueGroundGlowExportName","RedGroundGlowExportName","PreExplosionExportFileName","PreExplosionBlueExportName","PreExplosionRedExportName","PreExplosionScale","HitEffectEnv","HitEffectChar","MaxRangeReachedEffect","CancelEffect","HideTime","Scale","RandomStartFrame","StatusEffectAlly","StatusEffectEnemy","StatusEffectSelfOnHit","SpawnAreaEffectObject","SpawnAreaEffectObject2","SpawnAreaEffectObjectsAdditional","SpawnItem","SpawnAreaEffectTrail","TrailEffect","SpecialTrailEffect","SpecialTrailEffect2","TrailBehaviorType","TargetedToSourceEffect","TargetedToSourceEffectOnTarget","Rendering","ChainBullet","AnimateByDistanceTravelled","SpecialVisualState","HideFaster","UseColorMod","RedAdd","GreenAdd","BlueAdd","RedMul","GreenMul","BlueMul","GroundBasis","AppliedEffectVisualType","VisualizeEndPoint","CustomObject","CustomObject2","OnCreateAreaEffect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FireDude003UltiProjectile","FireDudeUltiProjectile","FireDudeUltiProjectile","","sc/effects_brawler.sc","","","amber_003_ulti_projectile","amber_003_ulti_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","70","1","","","","PetrolDistributionArea003","","","","PetrolDistributionTrail","amber_003_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FireDude004Projectile","FireDudeProjectile","FireDudeProjectile","","sc/effects_brawler.sc","","","amber_004_atk_projectile","amber_004_atk_projectile_red","","amber_004_glow","","","","","","amber_004_atk_reached","amber_004_atk_hit","amber_004_atk_reached","","0","100","2","","","","","","","","","amber_004_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FireDude004UltiProjectile","FireDudeUltiProjectile","FireDudeUltiProjectile","","sc/effects_brawler.sc","","","amber_004_ulti_projectile","amber_004_ulti_projectile_red","","amber_004_glow","","","","","","gen_no_hit","gen_no_hit","gen_no_hit","","0","70","1","","","","PetrolDistributionArea004","","","","PetrolDistributionTrail","amber_004_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FireDude005Projectile","FireDudeProjectile","FireDudeProjectile","","sc/effects_brawler_amber.sc","","","amber_005_atk_projectile","amber_005_atk_projectile_red","shadow_normal_circle","","","","","","","amber_005_atk_reached","amber_005_atk_hit","amber_005_atk_reached","","0","100","2","","","","","","","","","amber_005_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FireDude005UltiProjectile","FireDudeUltiProjectile","FireDudeUltiProjectile","","sc/effects_brawler_amber.sc","","","amber_005_ulti_projectile","amber_005_ulti_projectile_red","shadow_normal_circle","","","","","","","gen_no_hit","gen_no_hit","gen_no_hit","","0","70","1","","","","PetrolDistributionArea005","","","","PetrolDistributionTrail","amber_005_ulti_trail","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArcadeStarPowerProjectile","ArcadeStarPowerProjectile","","","sc/effects_brawler.sc","","","gen_particle_empty","gen_particle_empty","","","","","","","","","","","","0","10","","","","","","","","","","gadget_arcade_plugged","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BeeSniperCirclingProjectile","BeeSniperCirclingProjectile","","","sc/effects_brawler.sc","","","gadget_bea_circlingBea","gadget_bea_circlingBea_red","shadow_normal_circle","","","","","","","bea_def_atk2_hitEnv","gadget_bea_circlingBea_hit","bea_def_atk2_hitEnv","","0","100","","","","","","","","","","gadget_bea_circlingBea_trail","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RocketGirlGadgetProjectile","RocketGirlGadgetProjectile","","","sc/effects_brawler.sc","sc3d/gadget_brock_rocket.scw","sc3d/gadget_brock_rocket_red.scw","","","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","80","","","","","BrockAttackAreaGadget","","","","","gadget_brock_rocket_tail","","","","","","UseZFrames","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GunslingerBigProjectile","GunslingerBigProjectile","","","sc/effects_brawler.sc","","","gadget_colt_bullet","gadget_colt_bullet_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","colt_def_atk_reached","","0","260","","","","","","","","","","bo_003_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IceDudeUltiProjectile","IceDudeUltiProjectile","","","sc/effects_brawler.sc","","","lou_def_ulti_projectile","lou_def_ulti_projectile_red","shadow_normal_circle","","","","","","","lou_def_ulti_hit","lou_def_ulti_hit","lou_def_ulti_hit","","0","100","","","","","IceDudeUltiArea","","","","","lou_def_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IceDudeProjectile","IceDudeProjectile","","","sc/effects_brawler.sc","","","lou_def_atk_projectile","lou_def_atk_projectile_red","shadow_normal_circle","","","","","","","lou_def_atk_reached","lou_def_atk_hit","lou_def_atk_reached","","0","130","2","","","","","","","","","gale_def_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lou002UltiProjectile","IceDudeUltiProjectile","IceDudeUltiProjectile","","sc/effects_brawler.sc","","","lou_002_ulti_projectile","lou_002_ulti_projectile_red","shadow_normal_circle","","","","","","","lou_002_ulti_hit","lou_002_ulti_hit","lou_002_ulti_hit","","0","100","","","","","IceDudeKingUltiArea","","","","","lou_def_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lou002Projectile","IceDudeProjectile","IceDudeProjectile","","sc/effects_brawler.sc","","","lou_002_atk_projectile","lou_002_atk_projectile_red","shadow_normal_circle","","","","","","","lou_002_atk_reached","lou_002_atk_hit","lou_002_atk_reached","","0","130","2","","","","","","","","","lou_002_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lou003UltiProjectile","IceDudeUltiProjectile","IceDudeUltiProjectile","","sc/effects_brawler.sc","","","lou_003_ulti_projectile","lou_003_ulti_projectile_red","shadow_normal_circle","","","","","","","lou_003_ulti_hit","lou_003_ulti_hit","lou_003_ulti_hit","","0","100","","","","","IceDudeValentineUltiArea","","","","","lou_003_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lou003Projectile","IceDudeProjectile","IceDudeProjectile","","sc/effects_brawler.sc","","","lou_003_atk_projectile","lou_003_atk_projectile_red","shadow_normal_circle","","","","","","","lou_003_atk_reached","lou_003_atk_hit","lou_003_atk_reached","","0","130","2","","","","","","","","","lou_003_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lou004UltiProjectile","IceDudeUltiProjectile","IceDudeUltiProjectile","","sc/effects_brawler.sc","","","lou_004_ulti_projectile","lou_004_ulti_projectile_red","shadow_normal_circle","","","","","","","lou_004_ulti_hit","lou_004_ulti_hit","lou_004_ulti_hit","","0","100","","","","","IceDudeBurgerUltiArea","","","","","lou_004_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lou004Projectile","IceDudeProjectile","IceDudeProjectile","","sc/effects_brawler.sc","","","lou_004_atk_projectile","lou_004_atk_projectile_red","shadow_normal_circle","","","","","","","lou_004_atk_hitEnv","lou_004_atk_hit","lou_004_atkEnd","","0","130","2","","","","","","","","","lou_004_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lou005UltiProjectile","IceDudeUltiProjectile","IceDudeUltiProjectile","","sc/effects_brawler.sc","","","lou_005_ulti_projectile","lou_005_ulti_projectile_red","shadow_normal_circle","","","","","","","lou_005_ulti_hit","lou_005_ulti_hit","lou_005_ulti_hit","","0","100","","","","","IceDudeStonetrollUltiArea","","","","","lou_005_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lou005Projectile","IceDudeProjectile","IceDudeProjectile","","sc/effects_brawler.sc","","","lou_005_atk_projectile","lou_005_atk_projectile_red","shadow_normal_circle","","","","","","","lou_005_atk_hitEnv","lou_005_atk_hit","lou_005_atk_reached","","0","130","2","","","","","","","","","lou_005_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lou006UltiProjectile","IceDudeUltiProjectile","IceDudeUltiProjectile","","sc/effects_brawler.sc","","","lou_006_ulti_projectile","lou_006_ulti_projectile_red","shadow_normal_circle","","","","","","","lou_006_ulti_hit","lou_006_ulti_hit","lou_006_ulti_hit","","0","100","","","","","IceDude006UltiArea","","","","","lou_006_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lou006Projectile","IceDudeProjectile","IceDudeProjectile","","sc/effects_brawler.sc","","","lou_006_atk_projectile","lou_006_atk_projectile_red","shadow_normal_circle","","","","","","","lou_006_atk_reached","lou_006_atk_hit","lou_006_atk_reached","","0","130","2","","","","","","","","","lou_006_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SnakeOilProjectile","SnakeOilProjectile","","","sc/effects_brawler.sc","","","byron_def_atk_projectile","byron_def_atk_projectile_red","shadow_normal_circle","","","","","","","byron_def_atk_hitEnv","byron_def_atk_hit","byron_def_atk_hitEnv","","0","150","","SnakeOilHot","SnakeOilDot","","","","","","","byron_def_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SnakeOilUltiProjectile","SnakeOilUltiProjectile","","","sc/effects_brawler.sc","","","byron_def_ulti_projectile","byron_def_ulti_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","100","","","","","SnakeOilUltiExplosion","","","","","byron_def_ulti_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SnakeOilHyperUltiProjectile","SnakeOilHyperUltiProjectile","","","sc/effects_brawler_byron.sc","","","byron_def_oc_ulti1_projectile","byron_def_oc_ulti1_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","100","","","","","SnakeOilUltiHyperExplosion","SnakeOilHyperUltiBulletExplosion","","","","byron_def_oc_ulti1_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SnakeOilHyperExplodedProjectile","SnakeOilHyperExplodedProjectile","","","sc/effects_brawler_byron.sc","","","byron_def_oc_ulti2_projectile","byron_def_oc_ulti2_projectile_red","shadow_normal_circle","","","","","","","byron_def_oc_ulti2_hitEnv","byron_def_oc_ulti2_hit","byron_def_oc_ulti2_hitEnv","","0","150","","SnakeOilHot","SnakeOilDot","","","","","","","byron_def_oc_ulti2_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Byron002Projectile","SnakeOilProjectile","SnakeOilProjectile","","sc/effects_brawler.sc","","","byron_002_atk_projectile","byron_002_atk_projectile_red","shadow_normal_circle","","","","","","","byron_002_atk_hitEnv","byron_002_atk_hit","byron_002_atk_hitEnv","","0","150","2","SnakeOilHot","SnakeOilDot","","","","","","","byron_002_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Byron002UltiProjectile","SnakeOilUltiProjectile","SnakeOilUltiProjectile","","sc/effects_brawler.sc","","","byron_002_ulti_projectile","byron_002_ulti_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","100","","","","","SnakeOilWizardUltiExplosion","","","","","byron_002_ulti_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Byron003Projectile","SnakeOilProjectile","SnakeOilProjectile","","sc/effects_brawler.sc","","","byron_003_normal_atk","byron_003_normal_atk_red","shadow_normal_circle","","","","","","","byron_003_atk_hitEnv","byron_003_atk_hit","byron_003_atk_reached","","0","150","","SnakeOilHot","SnakeOilDot","","","","","","","byron_003_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
